param,mean,median,1.000_CI_LB,1.000_CI_UB
alpha_loc_156_pop_0,-0.118771,-0.120725,-0.510574,0.298148
alpha_loc_157_pop_0,-0.296625,-0.287223,-2.284221,0.473211
alpha_loc_158_pop_0,0.180353,0.167756,-0.593270,1.728095
alpha_loc_159_pop_0,0.121694,0.092852,-0.728753,1.336782
alpha_loc_160_pop_0,-0.476110,-0.385268,-2.834950,0.938531
alpha_loc_161_pop_0,-0.085712,-0.164435,-0.882060,2.754371
alpha_loc_162_pop_0,0.642911,0.182980,-4.593491,6.160444
alpha_loc_163_pop_0,0.786465,1.087610,-3.673874,2.492611
alpha_loc_164_pop_0,-1.120362,-0.734036,-6.192786,2.161271
alpha_loc_165_pop_0,0.051618,0.053515,-0.441615,0.521063
alpha_loc_166_pop_0,0.365573,0.358126,-0.321662,1.758939
alpha_loc_167_pop_0,-0.159468,-0.161170,-0.598167,0.370054
alpha_loc_168_pop_0,0.101898,0.102080,-0.382027,0.597124
alpha_loc_169_pop_0,0.043825,0.042424,-0.410943,0.649454
alpha_loc_170_pop_0,1.628638,1.644919,0.262473,2.695809
alpha_loc_171_pop_0,-0.028676,-0.020970,-0.720100,0.455420
alpha_loc_172_pop_0,-0.292150,-0.384448,-3.753264,3.883733
alpha_loc_173_pop_0,-1.367380,-1.283641,-4.351762,1.482418
alpha_loc_174_pop_0,-1.296989,-1.176466,-3.880423,0.536404
alpha_loc_175_pop_0,-0.624640,-0.750228,-3.275691,3.263178
alpha_loc_176_pop_0,-0.069578,0.028110,-4.075331,2.781075
alpha_loc_177_pop_0,2.085350,2.002727,-1.945759,6.032507
alpha_loc_178_pop_0,-0.001755,-0.006194,-0.500876,0.534921
alpha_loc_179_pop_0,0.521888,0.471558,-0.184397,2.973607
alpha_loc_180_pop_0,0.473930,0.474478,0.006570,0.966726
alpha_loc_181_pop_0,-0.957308,-0.576399,-4.655719,0.777286
alpha_loc_182_pop_0,0.704375,1.098856,-4.362250,4.648428
alpha_loc_183_pop_0,0.021443,0.025335,-0.444637,0.518587
alpha_loc_184_pop_0,0.442802,0.448771,-0.192507,0.908015
alpha_loc_185_pop_0,0.341458,0.199119,-1.070779,3.322433
alpha_loc_186_pop_0,-0.866617,-0.757896,-3.779016,2.679479
alpha_loc_187_pop_0,0.076247,0.076403,-0.347614,0.563030
alpha_loc_188_pop_0,-1.337750,-1.241344,-4.404050,0.716881
alpha_loc_189_pop_0,0.992238,0.956181,0.046316,2.435798
alpha_loc_190_pop_0,1.095505,1.210764,-0.451389,2.278039
alpha_loc_191_pop_0,0.180648,0.180139,-0.304336,0.572667
alpha_loc_192_pop_0,1.010106,0.937215,-0.501208,2.686216
alpha_loc_193_pop_0,-0.002551,0.004347,-0.660129,0.685671
alpha_loc_194_pop_0,0.887629,0.802513,-0.351990,2.664536
alpha_loc_195_pop_0,-0.267856,-0.241200,-1.338512,0.477768
alpha_loc_196_pop_0,1.524720,1.468081,-1.185726,3.936653
alpha_loc_197_pop_0,-0.213594,-0.315330,-3.884420,3.518742
alpha_loc_198_pop_0,0.111108,0.107948,-0.878680,0.953163
alpha_loc_199_pop_0,-0.614809,-0.486970,-3.033385,1.849596
alpha_loc_200_pop_0,-0.126942,-0.104155,-1.645820,0.842956
alpha_loc_201_pop_0,0.223634,0.225583,-0.345028,0.826688
alpha_loc_202_pop_0,-0.279431,-0.272897,-1.477352,0.641797
alpha_loc_203_pop_0,0.078351,0.081693,-0.651777,0.672848
alpha_loc_204_pop_0,0.542709,0.586307,-1.130879,3.587638
alpha_loc_205_pop_0,-0.085501,-0.084699,-0.589240,0.353100
alpha_loc_206_pop_0,0.283114,0.279101,-0.567960,1.521986
alpha_loc_207_pop_0,0.580741,0.583156,-0.680634,2.156533
alpha_loc_208_pop_0,0.248508,0.253776,-0.540714,0.950181
alpha_loc_209_pop_0,0.118273,0.116660,-0.337150,0.720266
alpha_loc_210_pop_0,0.422041,0.452634,-1.141357,2.000287
alpha_loc_211_pop_0,-0.245652,-0.247161,-0.652349,0.134983
alpha_loc_212_pop_0,-0.080473,-0.067200,-1.099253,0.627610
alpha_loc_213_pop_0,-0.065366,-0.057060,-0.822509,0.407878
alpha_loc_214_pop_0,0.176698,0.177370,-0.357565,0.702515
alpha_loc_215_pop_0,-0.486549,-0.403485,-3.299630,1.246063
alpha_loc_216_pop_0,-0.190202,-0.161234,-1.547258,0.540884
alpha_loc_217_pop_0,-0.103243,-0.107062,-0.627007,0.406479
alpha_loc_218_pop_0,0.099681,0.098653,-0.366843,0.530863
alpha_loc_219_pop_0,-0.092768,-0.092028,-0.567809,0.375399
alpha_loc_220_pop_0,-0.155747,-0.164388,-0.783469,0.779907
alpha_loc_221_pop_0,0.053332,0.042656,-0.526764,0.852705
alpha_loc_222_pop_0,1.717693,1.752280,0.218992,2.811308
alpha_loc_223_pop_0,0.281799,0.272479,-0.281922,1.323499
alpha_loc_224_pop_0,-0.281862,-0.291434,-0.784631,0.352582
alpha_loc_225_pop_0,-0.429021,-0.433077,-0.760660,-0.006275
alpha_loc_226_pop_0,0.159004,0.161635,-0.423835,0.678601
alpha_loc_227_pop_0,-0.231018,-0.254208,-0.951455,0.851261
alpha_loc_228_pop_0,-0.180605,-0.176284,-0.828660,0.318345
alpha_loc_229_pop_0,0.067838,0.065644,-0.319936,0.427483
alpha_loc_230_pop_0,0.171430,0.155002,-0.530766,1.398820
alpha_loc_231_pop_0,0.234595,0.222266,-0.486452,1.294231
alpha_loc_232_pop_0,0.213998,0.214371,-0.509993,0.800862
alpha_loc_233_pop_0,-0.030429,-0.022190,-3.695354,1.232059
alpha_loc_234_pop_0,-0.076795,-0.088326,-0.670425,0.650486
alpha_loc_235_pop_0,0.115881,0.104396,-0.454687,0.881468
alpha_loc_236_pop_0,-0.115420,0.073401,-2.684272,0.540644
alpha_loc_237_pop_0,0.070624,0.052662,-0.523053,1.754116
alpha_loc_238_pop_0,-0.285782,-0.290597,-0.624773,0.284330
alpha_loc_239_pop_0,-0.108383,-0.065198,-3.361328,3.610706
alpha_loc_240_pop_0,0.664256,0.531116,-0.402876,2.494368
alpha_loc_241_pop_0,0.036904,0.034242,-0.398652,0.511507
alpha_loc_242_pop_0,0.051598,0.100760,-1.522711,1.052037
alpha_loc_243_pop_0,1.018873,1.242597,-2.650585,3.361153
alpha_loc_244_pop_0,1.138914,1.154231,-0.000346,2.103062
alpha_loc_245_pop_0,-0.185608,-0.182217,-0.844860,0.340483
alpha_loc_246_pop_0,-1.281552,-1.297090,-4.269621,1.712281
alpha_loc_247_pop_0,0.191959,0.141844,-1.631932,1.656594
alpha_loc_248_pop_0,-0.184871,-0.196136,-0.926292,0.719757
alpha_loc_249_pop_0,-0.120669,-0.125305,-1.750808,1.629986
alpha_loc_250_pop_0,-0.287460,-0.305426,-0.930318,0.599357
alpha_loc_251_pop_0,0.026878,0.024177,-0.397603,0.501854
alpha_loc_252_pop_0,-0.333826,-0.348573,-0.836416,0.750929
alpha_loc_253_pop_0,-0.244695,-0.213734,-1.817906,0.538381
alpha_loc_254_pop_0,0.206880,0.197537,-0.409173,0.958345
alpha_loc_255_pop_0,-0.019349,-0.017457,-0.509848,0.463671
alpha_loc_256_pop_0,1.564653,1.453017,-0.779730,5.601959
alpha_loc_257_pop_0,0.180964,0.184331,-0.485583,0.729855
alpha_loc_258_pop_0,-0.164733,-0.167759,-2.122456,2.347855
alpha_loc_259_pop_0,0.259009,0.249120,-0.383470,1.179452
alpha_loc_260_pop_0,1.816374,1.846125,0.351388,2.911731
alpha_loc_261_pop_0,-0.007765,-0.010774,-0.488812,0.524693
alpha_loc_262_pop_0,-0.111340,-0.110111,-0.724709,0.459788
alpha_loc_263_pop_0,0.263747,0.251057,-0.374302,1.202037
alpha_loc_264_pop_0,0.097115,0.099014,-0.372909,0.504989
alpha_loc_265_pop_0,-0.208079,-0.211374,-0.567958,0.263871
alpha_loc_266_pop_0,0.084163,0.087268,-0.415605,0.478442
alpha_loc_267_pop_0,-1.375182,-1.252880,-4.952652,0.784490
alpha_loc_268_pop_0,0.636437,0.668907,-3.790377,5.011176
alpha_loc_269_pop_0,0.067561,0.085409,-0.831565,0.705703
alpha_loc_270_pop_0,0.058756,0.059370,-0.386475,0.432361
alpha_loc_271_pop_0,0.029928,0.031779,-0.505970,0.491485
alpha_loc_272_pop_0,0.415412,0.356605,-0.577722,2.344418
alpha_loc_273_pop_0,0.008464,0.008752,-0.371574,0.375841
alpha_loc_274_pop_0,0.047351,0.047587,-0.370736,0.423394
alpha_loc_275_pop_0,0.143067,0.147810,-0.352364,0.571421
alpha_loc_276_pop_0,-0.426748,-0.434775,-0.880216,0.662786
alpha_loc_277_pop_0,-0.096230,-0.087108,-0.836361,0.438020
alpha_loc_278_pop_0,-0.130904,-0.131785,-0.526401,0.268883
alpha_loc_279_pop_0,0.623700,0.604080,-0.908812,2.120025
alpha_loc_280_pop_0,0.025837,0.012193,-0.828003,0.880610
alpha_loc_281_pop_0,0.395365,0.395786,-0.163690,0.859357
alpha_loc_282_pop_0,-0.591313,-0.439150,-3.840871,0.633336
alpha_loc_283_pop_0,-0.008788,-0.007699,-0.569109,0.432709
alpha_loc_284_pop_0,0.204763,0.205704,-0.376140,0.721392
alpha_loc_285_pop_0,-0.177956,-0.232038,-0.679649,1.393442
alpha_loc_286_pop_0,0.145351,0.145189,-0.389913,0.714908
alpha_loc_287_pop_0,-1.324057,-1.277538,-3.514794,0.031005
alpha_loc_288_pop_0,-0.301888,-0.318111,-0.829651,0.389876
alpha_loc_289_pop_0,0.416022,0.279279,-1.247354,2.988286
alpha_loc_290_pop_0,-0.151011,-0.152423,-0.529599,0.262890
alpha_loc_291_pop_0,0.101517,0.099370,-0.382087,0.556814
alpha_loc_292_pop_0,-0.263888,-0.265532,-0.838671,0.325929
alpha_loc_293_pop_0,-0.005859,-0.010972,-0.651401,0.685389
alpha_loc_294_pop_0,0.007470,0.004768,-0.383151,0.427654
alpha_loc_295_pop_0,0.065266,0.066413,-0.404762,0.467977
alpha_loc_296_pop_0,0.050800,0.053428,-0.351771,0.401440
alpha_loc_297_pop_0,-0.107380,-0.109559,-0.504816,0.288364
alpha_loc_298_pop_0,-2.852973,-2.991972,-5.658565,0.009435
alpha_loc_299_pop_0,0.305311,0.302288,-0.207582,0.834298
alpha_loc_300_pop_0,0.710633,0.401453,-0.613146,5.205659
alpha_loc_301_pop_0,0.966210,1.141293,-2.317158,2.875414
alpha_loc_302_pop_0,0.059332,0.057764,-0.372920,0.482251
alpha_loc_303_pop_0,0.005160,0.004470,-0.384184,0.365205
alpha_loc_304_pop_0,-0.118015,-0.107884,-0.933084,0.504977
alpha_loc_305_pop_0,0.005183,0.004539,-0.377899,0.377109
alpha_loc_306_pop_0,-0.208209,-0.222236,-2.274947,1.973477
alpha_loc_307_pop_0,0.115132,0.091786,-1.933047,2.142009
alpha_loc_308_pop_0,-0.001212,-0.002023,-0.380229,0.392943
alpha_loc_309_pop_0,0.018393,0.020885,-0.419902,0.424620
alpha_loc_310_pop_0,0.052638,0.051500,-0.331536,0.456301
alpha_loc_311_pop_0,-0.015864,-0.015750,-0.453011,0.393325
alpha_loc_312_pop_0,0.019829,0.021286,-0.415094,0.387589
alpha_loc_313_pop_0,0.017531,0.017908,-0.491985,0.426863
alpha_loc_314_pop_0,0.004614,-0.021215,-2.159574,2.322797
alpha_loc_315_pop_0,0.183918,0.183392,-0.339999,0.723139
alpha_loc_316_pop_0,0.033613,0.033931,-0.324552,0.399616
alpha_loc_317_pop_0,0.158416,0.155000,-0.330881,0.618519
alpha_loc_318_pop_0,0.012229,0.013941,-0.397689,0.392873
alpha_loc_319_pop_0,-0.057676,-0.058534,-0.408969,0.398615
alpha_loc_320_pop_0,0.328586,0.325256,-0.147831,0.853962
alpha_loc_321_pop_0,0.149422,0.129786,-0.879656,1.273151
alpha_loc_322_pop_0,0.059377,0.037295,-0.617877,0.891681
alpha_loc_323_pop_0,0.007186,0.006224,-0.394575,0.348695
alpha_loc_324_pop_0,0.049780,0.048322,-0.386435,0.527722
alpha_loc_325_pop_0,-0.413148,-0.381575,-2.004691,0.898816
alpha_loc_326_pop_0,0.023942,0.021463,-0.444399,0.598502
alpha_loc_327_pop_0,0.784325,0.691911,-0.685787,3.472345
alpha_loc_328_pop_0,-0.561574,-0.490193,-3.332541,2.079826
alpha_loc_329_pop_0,-0.675431,-0.629557,-2.488120,0.250584
alpha_loc_330_pop_0,-0.111974,-0.155122,-0.916753,1.191841
alpha_loc_331_pop_0,-0.145869,-0.146860,-0.499624,0.202913
alpha_loc_332_pop_0,-0.511757,-0.557129,-2.938283,2.000630
alpha_loc_333_pop_0,-0.440482,-0.469254,-1.822466,0.881137
alpha_loc_334_pop_0,-0.050054,-0.052507,-0.476823,0.378155
alpha_loc_335_pop_0,-0.393376,-0.396122,-0.736550,0.065413
alpha_loc_336_pop_0,1.007166,0.900571,-2.083460,5.739405
alpha_loc_337_pop_0,1.344231,1.473878,-2.171790,4.723981
alpha_loc_338_pop_0,1.183236,1.020449,-0.712074,4.752045
alpha_loc_339_pop_0,1.446783,1.443647,-2.089644,4.028992
alpha_loc_340_pop_0,1.186571,1.196456,-0.885270,3.136028
alpha_loc_341_pop_0,-1.368020,-1.323145,-6.315232,1.410981
alpha_loc_342_pop_0,0.682719,0.409087,-3.382604,4.684375
alpha_loc_343_pop_0,1.144388,1.239108,-1.907507,2.283524
alpha_loc_344_pop_0,1.070340,1.212287,-1.899988,2.131776
alpha_loc_345_pop_0,-0.955433,-1.015967,-3.041124,1.704952
alpha_loc_346_pop_0,-0.357797,-0.294700,-3.116050,2.000303
alpha_loc_347_pop_0,-0.822747,-0.762187,-3.096523,1.057590
alpha_loc_348_pop_0,-0.564378,-0.590376,-3.152962,2.276679
alpha_loc_349_pop_0,-1.091430,-1.173000,-3.159348,1.021895
alpha_loc_350_pop_0,-0.893481,-0.896090,-3.181671,1.828852
alpha_loc_351_pop_0,-1.249089,-1.237130,-3.923696,0.871911
alpha_loc_352_pop_0,-0.268791,-0.202740,-3.680760,2.894459
alpha_loc_353_pop_0,-0.221035,-0.297167,-2.565811,2.566924
alpha_loc_354_pop_0,-0.598473,-0.361051,-3.682395,1.814145
alpha_loc_355_pop_0,-0.182586,-0.391559,-4.033084,3.407722
alpha_loc_356_pop_0,-0.457446,-0.439733,-3.545473,3.140098
alpha_loc_357_pop_0,-0.189368,-0.215630,-3.320875,2.592369
alpha_loc_358_pop_0,-0.199088,-0.424844,-3.719590,3.572833
alpha_loc_359_pop_0,0.007865,0.006645,-3.114295,2.596152
alpha_loc_360_pop_0,-0.466535,-0.364196,-4.176284,2.259404
alpha_loc_361_pop_0,0.107973,0.148904,-3.049015,3.291543
alpha_loc_362_pop_0,-0.409829,-0.312017,-3.490967,1.854390
alpha_loc_363_pop_0,0.348552,0.242520,-2.646977,3.632870
alpha_loc_364_pop_0,-0.197777,-0.274498,-3.097777,2.960333
alpha_loc_365_pop_0,0.259366,0.100404,-2.967274,4.646757
alpha_loc_366_pop_0,-0.281795,-0.049566,-4.093683,3.025483
alpha_loc_367_pop_0,0.249092,0.224461,-3.032531,3.195164
alpha_loc_368_pop_0,-0.670912,-0.664927,-3.015902,2.238862
alpha_loc_369_pop_0,-0.382932,-0.360799,-3.405148,2.522057
alpha_loc_370_pop_0,-0.295938,-0.344006,-3.296825,2.588386
alpha_loc_371_pop_0,0.134432,0.097149,-4.055667,3.912054
alpha_loc_372_pop_0,0.162708,0.075296,-4.250913,5.614991
alpha_loc_373_pop_0,0.059780,0.369111,-5.706728,3.213058
alpha_loc_374_pop_0,2.175361,2.136015,-2.418144,5.824364
alpha_loc_375_pop_0,0.778971,0.446083,-1.777817,4.673607
alpha_loc_376_pop_0,-0.737193,-0.795777,-2.682391,1.753869
alpha_loc_377_pop_0,-0.628371,-0.529721,-3.230082,1.271625
alpha_loc_378_pop_0,-0.375574,-0.366767,-3.100889,2.075548
alpha_loc_379_pop_0,0.074421,0.178019,-3.050003,2.255791
alpha_loc_380_pop_0,-0.488878,-0.574500,-3.031065,2.439000
alpha_loc_381_pop_0,-0.331730,-0.217605,-3.133410,1.704875
alpha_loc_382_pop_0,-0.193764,0.007472,-2.781543,1.708678
alpha_loc_383_pop_0,0.608961,0.630302,-1.160945,3.040267
alpha_loc_384_pop_0,-0.273074,-0.234608,-3.278489,2.659270
alpha_loc_385_pop_0,0.362162,0.261003,-1.459861,3.232670
alpha_loc_386_pop_0,0.318114,0.478762,-2.431701,2.885609
alpha_loc_387_pop_0,0.561101,0.566527,-2.348275,3.759989
alpha_loc_388_pop_0,1.296475,1.195670,-0.691213,3.770260
