param,mean,median,1.000_CI_LB,1.000_CI_UB
gamma-quantile_param_45,0.460782,0.462360,0.273512,0.617774
gamma-quantile_param_46,0.520815,0.492011,0.061778,0.951205
gamma-quantile_param_47,0.317589,0.249879,0.006694,0.915012
gamma-quantile_param_48,0.157282,0.123482,0.000750,0.644258
gamma-quantile_param_49,0.351732,0.255443,0.000067,0.946686
gamma-quantile_param_50,0.189913,0.165202,0.001063,0.689416
gamma-quantile_param_51,0.276113,0.223999,0.036568,0.704794
gamma-quantile_param_52,0.727153,0.858162,0.049821,0.995947
gamma-quantile_param_53,0.518369,0.506491,0.056285,0.968907
gamma-quantile_param_54,0.642633,0.654589,0.259780,0.936292
gamma-quantile_param_55,0.594144,0.570031,0.194264,0.961675
gamma-quantile_param_56,0.344226,0.339254,0.038660,0.716252
gamma-quantile_param_57,0.143090,0.109374,0.007177,0.460603
gamma-quantile_param_58,0.316113,0.267542,0.000054,0.990693
gamma-quantile_param_59,0.142920,0.099686,0.000214,0.771119
gamma-quantile_param_60,0.524144,0.528266,0.045107,0.999091
gamma-quantile_param_61,0.748617,0.780642,0.254630,0.980404
gamma-quantile_param_62,0.168124,0.148734,0.000930,0.653603
gamma-quantile_param_63,0.777736,0.787343,0.402234,0.999289
gamma-quantile_param_64,0.152307,0.118158,0.003464,0.640999
gamma-quantile_param_65,0.907276,0.924560,0.711368,0.997834
gamma-quantile_param_66,0.717986,0.779884,0.237847,0.972411
gamma-quantile_param_67,0.446039,0.454934,0.130583,0.715444
gamma-quantile_param_68,0.401804,0.428942,0.012554,0.874123
gamma-quantile_param_69,0.334147,0.316879,0.018050,0.868204
gamma-quantile_param_70,0.196530,0.179819,0.025616,0.595778
gamma-quantile_param_71,0.702544,0.694034,0.504004,0.953063
gamma-quantile_param_72,0.642778,0.629451,0.301192,0.984775
gamma-quantile_param_73,0.689811,0.695844,0.247051,0.971601
gamma-quantile_param_74,0.688054,0.734056,0.078129,0.995600
gamma-quantile_param_75,0.513292,0.510696,0.012920,0.987671
gamma-quantile_param_76,0.981219,0.987252,0.831379,0.998786
gamma-quantile_param_77,0.882565,0.890205,0.692587,0.987019
gamma-quantile_param_78,0.631895,0.628945,0.417081,0.836334
gamma-quantile_param_79,0.436547,0.492334,0.003706,0.986465
gamma-quantile_param_80,0.235337,0.185236,0.010918,0.893593
gamma-quantile_param_81,0.371320,0.409939,0.004322,0.719758
gamma-quantile_param_82,0.125465,0.075226,0.000150,0.588631
gamma-quantile_param_83,0.198930,0.136626,0.001214,0.834359
gamma-quantile_param_84,0.786307,0.802688,0.362719,0.996922
gamma-quantile_param_85,0.598598,0.594235,0.159797,0.991174
gamma-quantile_param_86,0.576048,0.575245,0.192523,0.958368
gamma-quantile_param_87,0.839195,0.850613,0.556170,0.993204
gamma-quantile_param_88,0.594191,0.576352,0.279729,0.985637
gamma-quantile_param_89,0.476209,0.519652,0.005032,0.947485
gamma-quantile_param_90,0.712388,0.684891,0.370363,0.985361
gamma-quantile_param_91,0.830836,0.836807,0.515770,0.992364
gamma-quantile_param_92,0.845722,0.849412,0.565659,0.967883
gamma-quantile_param_93,0.753407,0.732805,0.435358,0.987205
gamma-quantile_param_94,0.395446,0.334725,0.010116,0.927518
gamma-quantile_param_95,0.639704,0.685861,0.102534,0.950551
gamma-quantile_param_96,0.669579,0.673979,0.231982,0.976271
gamma-quantile_param_97,0.558606,0.559170,0.357339,0.687448
gamma-quantile_param_98,0.670885,0.674047,0.427453,0.913752
gamma-quantile_param_99,0.547229,0.626867,0.020004,0.966684
gamma-quantile_param_100,0.577600,0.577559,0.441708,0.707453
gamma-quantile_param_101,0.267633,0.219735,0.000731,0.805940
gamma-quantile_param_102,0.503471,0.504462,0.339657,0.679045
gamma-quantile_param_103,0.367699,0.419420,0.018978,0.596583
gamma-quantile_param_104,0.593743,0.595929,0.399014,0.752303
gamma-quantile_param_105,0.553409,0.557601,0.327628,0.766318
gamma-quantile_param_106,0.414370,0.403472,0.163798,0.760855
gamma-quantile_param_107,0.819738,0.824481,0.569090,0.967410
gamma-quantile_param_108,0.883186,0.885119,0.702354,0.973829
gamma-quantile_param_109,0.624961,0.631438,0.317563,0.843466
gamma-quantile_param_110,0.903847,0.949206,0.440400,0.999313
gamma-quantile_param_111,0.625124,0.628351,0.288833,0.900339
gamma-quantile_param_112,0.471322,0.479422,0.096961,0.757966
gamma-quantile_param_113,0.513846,0.513283,0.309085,0.725501
gamma-quantile_param_114,0.561185,0.561918,0.405786,0.730033
gamma-quantile_param_115,0.634155,0.790943,0.001945,0.995784
gamma-quantile_param_116,0.666501,0.716826,0.043647,0.998973
gamma-quantile_param_117,0.725667,0.857940,0.061098,0.973670
gamma-quantile_param_118,0.178837,0.132458,0.001698,0.606006
gamma-quantile_param_119,0.503881,0.496914,0.371834,0.828485
gamma-quantile_param_120,0.905322,0.913739,0.528394,0.967719
gamma-quantile_param_121,0.185772,0.103610,0.001122,0.739774
gamma-quantile_param_122,0.543985,0.541800,0.406883,0.674749
gamma-quantile_param_123,0.149178,0.096914,0.004839,0.864178
gamma-quantile_param_124,0.432081,0.300857,0.015159,0.974221
gamma-quantile_param_125,0.901691,0.921492,0.571209,0.997376
gamma-quantile_param_126,0.517298,0.517227,0.311181,0.723271
gamma-quantile_param_127,0.600062,0.587365,0.237698,0.916999
gamma-quantile_param_128,0.581850,0.581089,0.471433,0.707628
gamma-quantile_param_129,0.596810,0.568676,0.280034,0.970429
gamma-quantile_param_130,0.576525,0.580031,0.404995,0.709928
gamma-quantile_param_131,0.659889,0.781085,0.024335,0.956055
gamma-quantile_param_132,0.527843,0.530046,0.371505,0.707245
gamma-quantile_param_133,0.385331,0.382780,0.073323,0.712442
gamma-quantile_param_134,0.552126,0.515800,0.164430,0.851789
gamma-quantile_param_135,0.622384,0.624265,0.337097,0.907493
gamma-quantile_param_136,0.641159,0.638239,0.414108,0.879303
gamma-quantile_param_137,0.379243,0.366732,0.153330,0.780018
gamma-quantile_param_138,0.623038,0.625889,0.397571,0.780872
gamma-quantile_param_139,0.772979,0.778576,0.507225,0.952121
gamma-quantile_param_140,0.427921,0.428408,0.035504,0.856949
gamma-quantile_param_141,0.641775,0.646533,0.420625,0.796826
gamma-quantile_param_142,0.710377,0.701254,0.440884,0.968007
gamma-quantile_param_143,0.635300,0.737718,0.058214,0.912215
gamma-quantile_param_144,0.740067,0.726360,0.411602,0.992257
gamma-quantile_param_145,0.509713,0.509783,0.370934,0.628366
gamma-quantile_param_146,0.595320,0.605160,0.282509,0.819977
gamma-quantile_param_147,0.541899,0.538164,0.315119,0.812754
gamma-quantile_param_148,0.411266,0.259908,0.015605,0.993601
gamma-quantile_param_149,0.520484,0.518917,0.371098,0.668823
gamma-quantile_param_150,0.477227,0.438753,0.208657,0.975340
gamma-quantile_param_151,0.320514,0.334191,0.013250,0.735185
gamma-quantile_param_152,0.488690,0.567655,0.002024,0.891113
gamma-quantile_param_153,0.501548,0.499850,0.338141,0.676249
gamma-quantile_param_154,0.479232,0.479473,0.327652,0.620567
gamma-quantile_param_155,0.613936,0.606440,0.347589,0.913529
gamma-quantile_param_156,0.465337,0.466380,0.362488,0.576513
gamma-quantile_param_157,0.405620,0.407235,0.239390,0.578563
gamma-quantile_param_158,0.551066,0.546741,0.301440,0.841343
gamma-quantile_param_159,0.566125,0.540409,0.303443,0.975497
gamma-quantile_param_160,0.478666,0.443503,0.162709,0.967322
gamma-quantile_param_161,0.461884,0.452791,0.249456,0.742758
gamma-quantile_param_162,0.758580,0.861384,0.294170,0.995315
gamma-quantile_param_163,0.539408,0.541703,0.403396,0.664614
gamma-quantile_param_164,0.577471,0.612120,0.022963,0.914987
gamma-quantile_param_165,0.512032,0.513461,0.410789,0.613931
gamma-quantile_param_166,0.583443,0.583248,0.431110,0.729087
gamma-quantile_param_167,0.460497,0.459091,0.324584,0.633692
gamma-quantile_param_168,0.524220,0.524194,0.381957,0.636893
gamma-quantile_param_169,0.508921,0.508590,0.381345,0.599443
gamma-quantile_param_170,0.577420,0.572763,0.327054,0.871722
gamma-quantile_param_171,0.484407,0.482797,0.304499,0.651507
gamma-quantile_param_172,0.491467,0.501066,0.195461,0.866848
gamma-quantile_param_173,0.202389,0.218633,0.000265,0.561350
gamma-quantile_param_174,0.117394,0.081417,0.000934,0.686419
gamma-quantile_param_175,0.501080,0.516388,0.023853,0.973021
gamma-quantile_param_176,0.729938,0.763108,0.257042,0.987461
gamma-quantile_param_177,0.824558,0.854930,0.387165,0.998210
gamma-quantile_param_178,0.492409,0.492246,0.373828,0.612168
gamma-quantile_param_179,0.608048,0.607888,0.485579,0.717714
gamma-quantile_param_180,0.623862,0.623685,0.511114,0.840153
gamma-quantile_param_181,0.431298,0.462776,0.037277,0.909012
gamma-quantile_param_182,0.690112,0.718222,0.285038,0.944610
gamma-quantile_param_183,0.506320,0.506065,0.340393,0.697190
gamma-quantile_param_184,0.662145,0.669086,0.443524,0.803980
gamma-quantile_param_185,0.516637,0.527219,0.256678,0.743220
gamma-quantile_param_186,0.313405,0.335311,0.001791,0.715137
gamma-quantile_param_187,0.512936,0.512816,0.408701,0.618288
gamma-quantile_param_188,0.303130,0.270512,0.042775,0.719236
gamma-quantile_param_189,0.103862,0.085729,0.002833,0.443642
gamma-quantile_param_190,0.525062,0.524065,0.397602,0.637095
gamma-quantile_param_191,0.547555,0.549619,0.449987,0.635648
gamma-quantile_param_192,0.690792,0.687338,0.488143,0.879692
gamma-quantile_param_193,0.474557,0.471584,0.164602,0.780134
gamma-quantile_param_194,0.742735,0.753041,0.315139,0.932172
gamma-quantile_param_195,0.370089,0.358217,0.072943,0.736057
gamma-quantile_param_196,0.824340,0.840218,0.431543,0.993629
gamma-quantile_param_197,0.168636,0.139684,0.008805,0.540212
gamma-quantile_param_198,0.524239,0.523110,0.291913,0.744881
gamma-quantile_param_199,0.775255,0.884254,0.171655,0.999992
gamma-quantile_param_200,0.466173,0.463108,0.008920,0.956029
gamma-quantile_param_201,0.659090,0.666406,0.337479,0.923150
gamma-quantile_param_202,0.343204,0.336259,0.002126,0.834728
gamma-quantile_param_203,0.549270,0.558062,0.189523,0.868483
gamma-quantile_param_204,0.596994,0.684761,0.002740,0.997607
gamma-quantile_param_205,0.435556,0.431404,0.172863,0.727309
gamma-quantile_param_206,0.715151,0.742601,0.220931,0.997519
gamma-quantile_param_207,0.809305,0.860644,0.191277,0.998916
gamma-quantile_param_208,0.693180,0.722376,0.162167,0.952571
gamma-quantile_param_209,0.572711,0.574574,0.232964,0.842507
gamma-quantile_param_210,0.622987,0.696028,0.005869,0.999097
gamma-quantile_param_211,0.305538,0.299782,0.120703,0.576829
gamma-quantile_param_212,0.453225,0.461725,0.107241,0.781406
gamma-quantile_param_213,0.475845,0.477839,0.227931,0.738757
gamma-quantile_param_214,0.571460,0.572057,0.259067,0.820408
gamma-quantile_param_215,0.387894,0.407429,0.004431,0.834788
gamma-quantile_param_216,0.425163,0.438219,0.002889,0.770542
gamma-quantile_param_217,0.454654,0.453823,0.240196,0.678245
gamma-quantile_param_218,0.517890,0.516321,0.361003,0.666584
gamma-quantile_param_219,0.469802,0.470540,0.352548,0.585431
gamma-quantile_param_220,0.450859,0.448194,0.311691,0.614043
gamma-quantile_param_221,0.506544,0.505201,0.364606,0.664837
gamma-quantile_param_222,0.118706,0.074344,0.002554,0.735598
gamma-quantile_param_223,0.605305,0.607374,0.298489,0.841944
gamma-quantile_param_224,0.312246,0.297730,0.113231,0.706108
gamma-quantile_param_225,0.259351,0.255763,0.112169,0.495460
gamma-quantile_param_226,0.579021,0.591366,0.274152,0.833594
gamma-quantile_param_227,0.383395,0.353711,0.068772,0.834866
gamma-quantile_param_228,0.399782,0.397938,0.202751,0.672861
gamma-quantile_param_229,0.510083,0.510921,0.319268,0.674634
gamma-quantile_param_230,0.566904,0.565356,0.377307,0.760484
gamma-quantile_param_231,0.562721,0.559765,0.397624,0.754290
gamma-quantile_param_232,0.571047,0.570876,0.346909,0.801662
gamma-quantile_param_233,0.136433,0.106513,0.000808,0.498317
gamma-quantile_param_234,0.451274,0.447981,0.317583,0.613035
gamma-quantile_param_235,0.518287,0.518105,0.394480,0.671672
gamma-quantile_param_236,0.531456,0.533658,0.393179,0.633090
gamma-quantile_param_237,0.501668,0.498851,0.374710,0.716319
gamma-quantile_param_238,0.418986,0.417392,0.323999,0.555299
gamma-quantile_param_239,0.527584,0.536369,0.077452,0.996544
gamma-quantile_param_240,0.581394,0.580772,0.278512,0.861967
gamma-quantile_param_241,0.511780,0.511004,0.365362,0.676367
gamma-quantile_param_242,0.535410,0.536625,0.202853,0.750773
gamma-quantile_param_243,0.828645,0.839195,0.523059,0.979962
gamma-quantile_param_244,0.846991,0.849686,0.648145,0.951416
gamma-quantile_param_245,0.423728,0.424968,0.246185,0.591525
gamma-quantile_param_246,0.720056,0.789597,0.051632,0.994608
gamma-quantile_param_247,0.539846,0.541824,0.328805,0.699444
gamma-quantile_param_248,0.414694,0.412379,0.113625,0.608933
gamma-quantile_param_249,0.496512,0.507851,0.116191,0.772152
gamma-quantile_param_250,0.408493,0.401406,0.211612,0.768671
gamma-quantile_param_251,0.506510,0.505670,0.337532,0.671270
gamma-quantile_param_252,0.317906,0.306147,0.131654,0.797625
gamma-quantile_param_253,0.392173,0.390631,0.087307,0.784302
gamma-quantile_param_254,0.524009,0.523330,0.359547,0.692284
gamma-quantile_param_255,0.488183,0.489194,0.372921,0.586075
gamma-quantile_param_256,0.251467,0.155062,0.002580,0.745108
gamma-quantile_param_257,0.551453,0.550435,0.311720,0.780910
gamma-quantile_param_258,0.412563,0.371863,0.140292,0.922644
gamma-quantile_param_259,0.586455,0.585783,0.330770,0.814585
gamma-quantile_param_260,0.818503,0.823619,0.435679,0.998800
gamma-quantile_param_261,0.489281,0.481668,0.316406,0.712444
gamma-quantile_param_262,0.455237,0.453510,0.260374,0.660310
gamma-quantile_param_263,0.600508,0.559384,0.347763,0.963907
gamma-quantile_param_264,0.514865,0.514975,0.391538,0.601582
gamma-quantile_param_265,0.417666,0.419120,0.305175,0.537491
gamma-quantile_param_266,0.525434,0.525124,0.379197,0.660627
gamma-quantile_param_267,0.207065,0.203587,0.007870,0.503650
gamma-quantile_param_268,0.661871,0.695401,0.179016,0.969141
gamma-quantile_param_269,0.498693,0.502449,0.195578,0.789961
gamma-quantile_param_270,0.517371,0.520081,0.337938,0.676668
gamma-quantile_param_271,0.823342,0.825983,0.656438,0.920970
gamma-quantile_param_272,0.675074,0.682019,0.290334,0.953116
gamma-quantile_param_273,0.487535,0.486422,0.281417,0.708560
gamma-quantile_param_274,0.527505,0.528502,0.315151,0.741950
gamma-quantile_param_275,0.595238,0.600024,0.247795,0.796358
gamma-quantile_param_276,0.211670,0.195934,0.047520,0.573360
gamma-quantile_param_277,0.431344,0.428599,0.080479,0.738304
gamma-quantile_param_278,0.383912,0.379960,0.173552,0.615214
gamma-quantile_param_279,0.704771,0.754952,0.136679,0.994428
gamma-quantile_param_280,0.311759,0.239154,0.000062,0.891681
gamma-quantile_param_281,0.599902,0.599350,0.469476,0.709644
gamma-quantile_param_282,0.429320,0.436071,0.247707,0.632321
gamma-quantile_param_283,0.483523,0.482911,0.320870,0.631776
gamma-quantile_param_284,0.559562,0.558607,0.386984,0.732604
gamma-quantile_param_285,0.428709,0.427196,0.326028,0.544198
gamma-quantile_param_286,0.528906,0.528270,0.429296,0.638962
gamma-quantile_param_287,0.132607,0.124953,0.001246,0.373629
gamma-quantile_param_288,0.348760,0.178392,0.000072,0.954802
gamma-quantile_param_289,0.424611,0.414349,0.000281,0.983981
gamma-quantile_param_290,0.410532,0.407022,0.245382,0.624332
gamma-quantile_param_291,0.543649,0.548397,0.289518,0.752747
gamma-quantile_param_292,0.318870,0.315478,0.094522,0.637657
gamma-quantile_param_293,0.491199,0.484134,0.163755,0.849082
gamma-quantile_param_294,0.491197,0.493322,0.312118,0.637600
gamma-quantile_param_295,0.517975,0.519956,0.406645,0.599000
gamma-quantile_param_296,0.506639,0.506742,0.425097,0.588328
gamma-quantile_param_297,0.468569,0.468407,0.377393,0.548973
gamma-quantile_param_298,0.156911,0.123812,0.005700,0.465324
gamma-quantile_param_299,0.577060,0.577211,0.465459,0.674338
gamma-quantile_param_300,0.511719,0.493264,0.268275,0.865571
gamma-quantile_param_301,0.541818,0.537280,0.381822,0.728099
gamma-quantile_param_302,0.523906,0.523963,0.321620,0.717684
gamma-quantile_param_303,0.492475,0.487921,0.338425,0.658333
gamma-quantile_param_304,0.438933,0.443012,0.123699,0.740348
gamma-quantile_param_305,0.479981,0.478710,0.260447,0.702039
gamma-quantile_param_306,0.458991,0.434376,0.017318,0.988876
gamma-quantile_param_307,0.529408,0.544361,0.019387,0.977825
gamma-quantile_param_308,0.479600,0.480306,0.218791,0.732462
gamma-quantile_param_309,0.500385,0.499460,0.239550,0.775786
gamma-quantile_param_310,0.524204,0.522433,0.224470,0.820512
gamma-quantile_param_311,0.462831,0.457806,0.226277,0.762094
gamma-quantile_param_312,0.499649,0.501427,0.259057,0.755509
gamma-quantile_param_313,0.496274,0.500109,0.258823,0.713957
gamma-quantile_param_314,0.464628,0.454724,0.010572,0.996894
gamma-quantile_param_315,0.597676,0.597275,0.343556,0.848239
gamma-quantile_param_316,0.504149,0.506414,0.281823,0.726654
gamma-quantile_param_317,0.598266,0.602558,0.280355,0.825191
gamma-quantile_param_318,0.496965,0.497986,0.295251,0.704523
gamma-quantile_param_319,0.445590,0.443885,0.196778,0.670357
gamma-quantile_param_320,0.664526,0.670590,0.352339,0.913210
gamma-quantile_param_321,0.527016,0.524681,0.147877,0.955812
gamma-quantile_param_322,0.512277,0.514159,0.191549,0.858828
gamma-quantile_param_323,0.488176,0.489079,0.310723,0.644050
gamma-quantile_param_324,0.511876,0.506269,0.309734,0.746384
gamma-quantile_param_325,0.415124,0.444519,0.005616,0.834102
gamma-quantile_param_326,0.500088,0.498445,0.343455,0.672104
gamma-quantile_param_327,0.771502,0.796930,0.289516,0.991167
gamma-quantile_param_328,0.594912,0.771854,0.000279,0.996745
gamma-quantile_param_329,0.204381,0.178775,0.023001,0.850052
gamma-quantile_param_330,0.448518,0.429057,0.075249,0.911038
gamma-quantile_param_331,0.398707,0.397357,0.214119,0.621557
gamma-quantile_param_332,0.488906,0.486118,0.011423,0.992450
gamma-quantile_param_333,0.307548,0.274187,0.009212,0.803851
gamma-quantile_param_334,0.471582,0.469495,0.326774,0.637005
gamma-quantile_param_335,0.391299,0.390553,0.309481,0.473601
gamma-quantile_param_336,0.786114,0.849659,0.141699,0.999510
gamma-quantile_param_337,0.828577,0.898301,0.253161,0.999997
gamma-quantile_param_338,0.659472,0.705998,0.035318,0.999864
gamma-quantile_param_339,0.812976,0.894189,0.075797,0.999989
gamma-quantile_param_340,0.799241,0.837621,0.206806,0.997260
gamma-quantile_param_341,0.139547,0.124401,0.007673,0.432944
gamma-quantile_param_342,0.188864,0.184475,0.016830,0.495776
gamma-quantile_param_343,0.695181,0.890145,0.011131,0.997398
gamma-quantile_param_344,0.770439,0.890388,0.007747,0.998458
gamma-quantile_param_345,0.294980,0.210572,0.003742,0.941844
gamma-quantile_param_346,0.529788,0.521874,0.075075,0.990296
gamma-quantile_param_347,0.325409,0.324518,0.000945,0.786639
gamma-quantile_param_348,0.539563,0.564750,0.015797,0.988719
gamma-quantile_param_349,0.345625,0.207802,0.000145,0.993281
gamma-quantile_param_350,0.410626,0.326177,0.000599,0.999211
gamma-quantile_param_351,0.262942,0.135920,0.000055,0.982305
gamma-quantile_param_352,0.226667,0.152138,0.000039,0.975228
gamma-quantile_param_353,0.224255,0.184708,0.000499,0.847329
gamma-quantile_param_354,0.440202,0.436909,0.120746,0.783301
gamma-quantile_param_355,0.312410,0.310887,0.031281,0.732030
gamma-quantile_param_356,0.530776,0.492308,0.113295,0.986351
gamma-quantile_param_357,0.454055,0.468528,0.005740,0.988486
gamma-quantile_param_358,0.253062,0.219505,0.008113,0.778245
gamma-quantile_param_359,0.353610,0.326765,0.000147,0.932069
gamma-quantile_param_360,0.330542,0.271669,0.002755,0.943590
gamma-quantile_param_361,0.244358,0.120198,0.000025,0.841745
gamma-quantile_param_362,0.200212,0.130311,0.000195,0.977789
gamma-quantile_param_363,0.261737,0.255521,0.000632,0.796637
gamma-quantile_param_364,0.192560,0.160107,0.001739,0.757496
gamma-quantile_param_365,0.556442,0.593217,0.080156,0.988912
gamma-quantile_param_366,0.505961,0.533962,0.011408,0.955298
gamma-quantile_param_367,0.191315,0.121953,0.000210,0.899319
gamma-quantile_param_368,0.234096,0.200480,0.000055,0.645213
gamma-quantile_param_369,0.194760,0.111793,0.000035,0.757368
gamma-quantile_param_370,0.260086,0.162137,0.000012,0.996735
gamma-quantile_param_371,0.191085,0.174687,0.000645,0.719781
gamma-quantile_param_372,0.688214,0.685667,0.270892,0.982798
gamma-quantile_param_373,0.775508,0.798030,0.315445,0.994115
gamma-quantile_param_374,0.936955,0.980128,0.607874,0.999978
gamma-quantile_param_375,0.479020,0.515255,0.025255,0.943197
gamma-quantile_param_376,0.633462,0.732040,0.000960,0.998009
gamma-quantile_param_377,0.476427,0.467866,0.003983,0.988728
gamma-quantile_param_378,0.528794,0.657165,0.002084,0.998728
gamma-quantile_param_379,0.747330,0.800399,0.139080,0.999471
gamma-quantile_param_380,0.728641,0.843288,0.013073,0.999692
gamma-quantile_param_381,0.542829,0.560528,0.047877,0.963939
gamma-quantile_param_382,0.543825,0.635909,0.001334,0.993132
gamma-quantile_param_383,0.525598,0.500292,0.000470,0.999880
gamma-quantile_param_384,0.492963,0.465327,0.002659,0.999966
gamma-quantile_param_385,0.452163,0.485800,0.001756,0.965050
gamma-quantile_param_386,0.268227,0.179025,0.000027,0.988968
gamma-quantile_param_387,0.199488,0.121688,0.000257,0.855759
gamma-quantile_param_388,0.209397,0.137813,0.000029,0.943444
gamma-quantile_param_389,0.393469,0.353591,0.002255,0.972541
gamma-quantile_param_390,0.177861,0.102024,0.001223,0.947433
gamma-quantile_param_391,0.252309,0.142795,0.000031,0.999123
gamma-quantile_param_392,0.348763,0.328618,0.000632,0.977062
gamma-quantile_param_393,0.213079,0.170547,0.000558,0.895900
gamma-quantile_param_394,0.479853,0.418292,0.038184,0.982595
gamma-quantile_param_395,0.549159,0.560344,0.030226,0.995212
gamma-quantile_param_396,0.486009,0.491087,0.004033,0.986916
gamma-quantile_param_397,0.647745,0.802031,0.007024,0.996167
gamma-quantile_param_398,0.227614,0.139309,0.001195,0.863606
gamma-quantile_param_399,0.146593,0.071084,0.000033,0.975262
gamma-quantile_param_400,0.184876,0.096202,0.000129,0.916996
gamma-quantile_param_401,0.551326,0.562397,0.001645,0.983338
gamma-quantile_param_402,0.378058,0.357130,0.000296,0.991996
gamma-quantile_param_403,0.536133,0.545417,0.002378,0.999997
gamma-quantile_param_404,0.579570,0.609433,0.058261,0.995817
gamma-quantile_param_405,0.361252,0.302692,0.003842,0.978851
gamma-quantile_param_406,0.534174,0.518923,0.007560,0.991747
gamma-quantile_param_407,0.622358,0.657274,0.032382,0.997514
gamma-quantile_param_408,0.397878,0.376777,0.001808,0.999223
gamma-quantile_param_409,0.558092,0.630614,0.001049,0.999707
gamma-quantile_param_410,0.524903,0.586010,0.002881,0.994900
gamma-quantile_param_411,0.762530,0.823690,0.062056,0.999981
gamma-quantile_param_412,0.783353,0.865861,0.055544,0.999312
gamma-quantile_param_413,0.187855,0.101986,0.000125,0.880823
gamma-quantile_param_414,0.287397,0.170940,0.000065,0.972803
gamma-quantile_param_415,0.571032,0.579881,0.189105,0.978506
gamma-quantile_param_416,0.695560,0.658358,0.235950,0.999169
gamma-quantile_param_417,0.683383,0.672429,0.313761,0.969132
gamma-quantile_param_418,0.529636,0.510228,0.143272,0.946851
gamma-quantile_param_419,0.478072,0.506502,0.017494,0.912142
gamma-quantile_param_420,0.456272,0.442796,0.002805,0.979210
gamma-quantile_param_421,0.556415,0.550147,0.054226,0.972615
gamma-quantile_param_422,0.659141,0.657129,0.226464,0.995664
gamma-quantile_param_423,0.774816,0.845571,0.297992,0.999636
gamma-quantile_param_424,0.363639,0.385390,0.027772,0.701756
gamma-quantile_param_425,0.805241,0.859955,0.462935,0.991206
gamma-quantile_param_426,0.925760,0.933594,0.706174,0.995741
gamma-quantile_param_427,0.739488,0.766370,0.221633,0.965475
gamma-quantile_param_428,0.366527,0.359630,0.049205,0.732809
gamma-quantile_param_429,0.538690,0.565844,0.016221,0.917317
gamma-quantile_param_430,0.545060,0.543301,0.413270,0.671105
gamma-quantile_param_431,0.160628,0.124855,0.003572,0.608533
gamma-quantile_param_432,0.232581,0.209698,0.002533,0.638575
gamma-quantile_param_433,0.105008,0.085304,0.000802,0.334573
gamma-quantile_param_434,0.077775,0.044172,0.000287,0.497096
