param,mean,median,1.000_CI_LB,1.000_CI_UB
beta_loc_117_pop_0,-4.895424,-5.231190,-7.781512,-2.324543
beta_loc_118_pop_0,-3.203896,-3.088547,-4.975009,-1.110112
beta_loc_119_pop_0,-0.400587,-0.342183,-2.010538,0.515866
beta_loc_120_pop_0,-4.347753,-4.550397,-5.629015,-1.876141
beta_loc_121_pop_0,-2.010995,-1.963428,-4.145957,0.135188
beta_loc_122_pop_0,-0.378020,-0.403078,-0.998151,0.610959
beta_loc_123_pop_0,-3.324794,-3.163890,-6.075292,-1.535477
beta_loc_124_pop_0,-3.545764,-3.323894,-6.251593,-1.924312
beta_loc_125_pop_0,1.897964,1.847867,-0.176968,4.450159
beta_loc_126_pop_0,1.667299,1.732829,-0.361798,3.420740
beta_loc_127_pop_0,0.279735,0.256536,-0.997828,1.846909
beta_loc_128_pop_0,2.770360,2.232508,0.459330,5.705710
beta_loc_129_pop_0,1.889528,2.176991,-0.258744,3.615274
beta_loc_130_pop_0,0.736609,0.653589,-0.416370,2.151202
beta_loc_131_pop_0,-3.499714,-3.463018,-6.264526,-1.930972
beta_loc_132_pop_0,3.855540,4.147207,1.420237,6.265581
beta_loc_133_pop_0,1.102205,0.940205,-0.297168,3.049814
beta_loc_134_pop_0,-0.988565,-0.895385,-3.579227,1.086708
beta_loc_135_pop_0,3.702381,3.887336,1.129055,5.963415
beta_loc_136_pop_0,1.445766,1.326144,0.025734,3.469974
beta_loc_137_pop_0,2.966312,3.111415,0.167586,4.736834
beta_loc_138_pop_0,0.383825,0.285935,-0.640705,2.434782
beta_loc_139_pop_0,0.728062,0.730707,-0.238941,1.864714
beta_loc_140_pop_0,2.323323,2.110085,0.316237,4.550279
beta_loc_141_pop_0,0.483810,0.312173,-0.919548,2.699949
beta_loc_142_pop_0,0.287023,0.342411,-0.976902,2.070999
beta_loc_143_pop_0,-3.205734,-3.195968,-4.896702,-1.507308
beta_loc_144_pop_0,1.997722,2.305544,-0.848477,3.736434
beta_loc_145_pop_0,0.690259,0.556024,-0.567623,2.876317
beta_loc_146_pop_0,3.004635,2.840093,-0.038196,6.243442
beta_loc_147_pop_0,2.190827,2.172128,-0.180533,4.200052
beta_loc_148_pop_0,-1.607320,-1.777242,-4.118052,1.219721
beta_loc_149_pop_0,3.694929,3.721262,0.598465,6.545968
beta_loc_150_pop_0,2.718622,2.560186,-0.785075,7.660817
beta_loc_151_pop_0,0.640850,0.656319,-0.921153,2.606089
beta_loc_152_pop_0,-2.908792,-2.973625,-4.915616,-1.106593
beta_loc_153_pop_0,1.770885,1.764913,0.044939,3.571936
beta_loc_154_pop_0,1.621795,1.565642,-0.932171,3.507342
beta_loc_155_pop_0,0.461654,0.441315,-0.990692,2.947291
beta_loc_156_pop_0,0.523378,0.345921,-0.854209,2.834468
beta_loc_157_pop_0,1.336131,1.299345,-0.623632,3.425491
beta_loc_158_pop_0,2.521378,2.787188,-0.010621,4.168247
beta_loc_159_pop_0,2.747502,2.449075,0.895110,4.833822
beta_loc_160_pop_0,3.919033,4.048720,1.704202,6.349558
beta_loc_161_pop_0,2.793263,2.610022,1.020460,5.105601
beta_loc_162_pop_0,-0.288955,-0.391505,-1.880215,1.981597
beta_loc_163_pop_0,-0.333978,-0.382667,-0.994319,0.949939
beta_loc_164_pop_0,-4.759199,-4.353748,-8.547053,-2.286210
beta_loc_165_pop_0,0.690250,0.493445,-0.602113,2.758056
beta_loc_166_pop_0,0.802981,0.359272,-0.978706,3.506594
beta_loc_167_pop_0,0.790503,0.786594,-0.978756,2.738048
beta_loc_168_pop_0,1.285551,1.163878,-0.301082,3.631175
beta_loc_169_pop_0,1.191698,1.099006,0.251110,2.342146
beta_loc_170_pop_0,0.690094,0.574851,-0.899287,3.565459
beta_loc_171_pop_0,1.790280,1.790222,-0.481413,3.724538
beta_loc_172_pop_0,0.109076,0.157192,-0.997022,1.419662
beta_loc_173_pop_0,2.525551,2.588356,-0.192268,6.099242
beta_loc_174_pop_0,4.476065,5.056032,1.312547,7.533862
beta_loc_175_pop_0,3.952718,4.040338,1.770033,5.722968
beta_loc_176_pop_0,2.603878,2.314900,0.534059,4.924913
beta_loc_177_pop_0,5.286968,4.818321,3.231844,8.175848
beta_loc_178_pop_0,1.195298,1.307216,-0.567058,2.490751
beta_loc_179_pop_0,0.377563,0.361733,-0.938066,1.678214
beta_loc_180_pop_0,-0.232058,-0.258781,-0.977769,1.097265
beta_loc_181_pop_0,1.380008,1.404427,-0.972816,5.039001
beta_loc_182_pop_0,4.223747,3.968452,1.289553,7.396772
beta_loc_183_pop_0,0.425119,0.341552,-0.732822,2.319269
beta_loc_184_pop_0,1.482708,1.050267,-0.260721,4.661281
beta_loc_185_pop_0,3.779829,3.541712,1.597854,6.486373
beta_loc_186_pop_0,0.056428,0.142021,-2.953090,4.665645
beta_loc_187_pop_0,2.305356,2.490437,0.036927,3.862104
beta_loc_188_pop_0,-5.487547,-5.692978,-7.402740,-2.370257
beta_loc_189_pop_0,-1.493782,-1.574618,-3.883353,0.763715
beta_loc_190_pop_0,0.000598,0.028584,-0.970466,0.849128
beta_loc_191_pop_0,0.870674,0.737698,-0.395839,2.286206
beta_loc_192_pop_0,2.241155,2.358855,0.106751,4.140036
beta_loc_193_pop_0,1.600662,1.432364,0.239496,3.540911
beta_loc_194_pop_0,2.683298,3.237850,-0.036920,5.310627
beta_loc_195_pop_0,3.147232,3.255435,0.897585,4.994748
beta_loc_196_pop_0,2.306566,2.157174,0.666508,4.916574
beta_loc_197_pop_0,-2.424688,-2.748569,-4.381495,0.014090
beta_loc_198_pop_0,1.270429,1.296545,-0.994738,3.526952
beta_loc_199_pop_0,2.111907,1.503856,-1.327146,7.480189
beta_loc_200_pop_0,2.512936,2.868334,-0.954781,5.022111
beta_loc_201_pop_0,1.253146,1.331719,-0.215574,2.651359
beta_loc_202_pop_0,2.014264,1.915436,-0.013433,4.364797
beta_loc_203_pop_0,2.254696,2.399710,0.228699,4.674100
beta_loc_204_pop_0,-0.245217,0.220947,-2.966762,1.782986
beta_loc_205_pop_0,1.320481,1.345742,-0.493279,2.661034
beta_loc_206_pop_0,1.854058,1.853938,0.015650,3.810638
beta_loc_207_pop_0,1.534273,1.402472,0.216660,3.084352
beta_loc_208_pop_0,1.705040,1.557141,0.461575,3.389971
beta_loc_209_pop_0,1.345076,1.330550,0.290457,2.512243
beta_loc_210_pop_0,1.724335,1.516035,0.016225,3.657585
beta_loc_211_pop_0,1.954891,1.910928,-0.230671,3.965531
beta_loc_212_pop_0,1.821584,1.746187,0.233803,4.037644
beta_loc_213_pop_0,0.186745,0.160922,-0.986802,1.413047
beta_loc_214_pop_0,1.470830,1.451133,-0.001768,2.997779
beta_loc_215_pop_0,1.264061,1.256186,-0.889099,3.244668
beta_loc_216_pop_0,0.894680,0.812163,-0.899304,2.804964
beta_loc_217_pop_0,1.558389,1.165833,-0.187719,3.965932
beta_loc_218_pop_0,0.997479,0.997860,-0.300071,2.068366
beta_loc_219_pop_0,1.543028,1.271160,-0.297252,3.634118
beta_loc_220_pop_0,2.137270,2.400318,-0.431660,3.457335
beta_loc_221_pop_0,1.352810,1.428397,-0.727163,3.279427
beta_loc_222_pop_0,-3.276768,-3.298149,-5.679028,-0.889914
beta_loc_223_pop_0,1.656390,1.633539,0.373017,3.212009
beta_loc_224_pop_0,1.696467,1.636012,0.163029,3.365264
beta_loc_225_pop_0,1.691595,1.858959,0.145554,3.637973
beta_loc_226_pop_0,1.547581,1.278872,0.199086,3.557995
beta_loc_227_pop_0,2.491263,2.584609,-0.245114,4.616890
beta_loc_228_pop_0,1.201154,1.181466,0.304980,2.284553
beta_loc_229_pop_0,1.384242,1.410478,0.124584,2.531862
beta_loc_230_pop_0,2.889552,2.767504,0.890304,5.342163
beta_loc_231_pop_0,1.435776,1.417794,-0.074983,2.734022
beta_loc_232_pop_0,-0.025039,-0.022020,-0.976810,1.539100
beta_loc_233_pop_0,-2.922898,-2.929844,-4.601110,-0.708868
beta_loc_234_pop_0,0.788121,0.724117,-0.615435,2.394403
beta_loc_235_pop_0,1.099002,1.130209,-0.329376,2.718521
beta_loc_236_pop_0,0.276445,0.258572,-0.834508,1.644993
beta_loc_237_pop_0,1.317906,1.214916,0.062596,3.202300
beta_loc_238_pop_0,0.788459,0.766170,-0.191961,1.900978
beta_loc_239_pop_0,1.958480,2.107240,-0.437350,3.525284
beta_loc_240_pop_0,1.394448,1.228852,0.094185,3.151281
beta_loc_241_pop_0,0.596681,0.520231,-0.487176,2.260676
beta_loc_242_pop_0,1.900140,2.078991,-0.931797,3.925885
beta_loc_243_pop_0,-4.655418,-4.692827,-6.480599,-3.247180
beta_loc_244_pop_0,-4.917765,-4.930207,-6.333483,-3.345846
beta_loc_245_pop_0,1.897463,1.818018,0.698482,3.426429
beta_loc_246_pop_0,2.209871,2.293011,-0.102443,3.914876
beta_loc_247_pop_0,0.628441,0.606785,-0.650738,1.794090
beta_loc_248_pop_0,0.835192,0.887654,-1.581347,3.111306
beta_loc_249_pop_0,3.013071,2.391092,0.866630,6.885974
beta_loc_250_pop_0,1.153336,1.346406,-0.936363,3.501938
beta_loc_251_pop_0,1.210883,1.011139,-0.217363,3.197904
beta_loc_252_pop_0,0.828672,0.840884,-0.982578,2.731586
beta_loc_253_pop_0,1.072862,1.100169,-0.526794,2.447738
beta_loc_254_pop_0,1.735017,1.592464,0.494270,3.498969
beta_loc_255_pop_0,0.969344,1.050900,-0.992911,2.697095
beta_loc_256_pop_0,-1.426083,-1.243028,-4.011783,0.134299
beta_loc_257_pop_0,0.506304,0.500224,-0.914713,1.849126
beta_loc_258_pop_0,0.231558,-0.043455,-0.961894,2.368154
beta_loc_259_pop_0,1.558275,1.141194,0.014260,4.432065
beta_loc_260_pop_0,2.459560,2.661394,-0.051825,4.309255
beta_loc_261_pop_0,1.062828,0.979239,-0.989151,3.000209
beta_loc_262_pop_0,0.016785,0.014643,-0.956940,1.339706
beta_loc_263_pop_0,1.578396,1.041433,-0.992540,5.072806
beta_loc_264_pop_0,1.715270,1.644806,0.576835,3.224768
beta_loc_265_pop_0,1.162940,1.151121,0.129911,2.447761
beta_loc_266_pop_0,0.819875,0.877156,-0.197742,2.078380
beta_loc_267_pop_0,2.422186,2.605507,-0.237037,4.454429
beta_loc_268_pop_0,4.375774,4.898563,0.295436,6.795451
beta_loc_269_pop_0,2.128486,1.898942,0.387853,5.322588
beta_loc_270_pop_0,1.299200,1.267077,0.149526,2.912972
beta_loc_271_pop_0,-1.930126,-1.933558,-3.147058,-0.620328
beta_loc_272_pop_0,1.749796,1.731042,0.019757,3.373790
beta_loc_273_pop_0,1.134904,1.149886,0.080326,2.294140
beta_loc_274_pop_0,0.993066,0.974332,0.253653,1.779163
beta_loc_275_pop_0,1.097776,1.096016,-0.093716,2.431142
beta_loc_276_pop_0,1.721356,1.742183,0.245707,3.821423
beta_loc_277_pop_0,1.068252,1.208797,-0.914788,2.411336
beta_loc_278_pop_0,1.677575,1.712126,0.194615,3.148153
beta_loc_279_pop_0,1.352307,1.449683,-0.711535,2.806884
beta_loc_280_pop_0,-3.536564,-3.366202,-5.685659,-2.033596
beta_loc_281_pop_0,2.241821,2.108331,0.187072,4.117481
beta_loc_282_pop_0,1.951235,1.995754,-0.587406,4.336037
beta_loc_283_pop_0,1.721438,1.707100,0.319002,3.072048
beta_loc_284_pop_0,1.597902,1.376854,0.431948,3.580535
beta_loc_285_pop_0,0.443728,0.407712,-0.884228,2.276874
beta_loc_286_pop_0,1.169903,1.117404,-0.039454,2.740167
beta_loc_287_pop_0,1.719018,1.655846,-0.209234,3.793560
beta_loc_288_pop_0,-1.902316,-1.942862,-4.321711,0.314770
beta_loc_289_pop_0,-0.428237,-0.430193,-1.810025,1.121705
beta_loc_290_pop_0,1.122800,1.127042,0.095283,2.528589
beta_loc_291_pop_0,1.195813,1.088058,-0.220990,2.719339
beta_loc_292_pop_0,1.085805,1.061487,-0.211989,2.345573
beta_loc_293_pop_0,1.920347,1.906078,0.657963,3.454312
beta_loc_294_pop_0,1.396091,1.292943,0.332556,3.245165
beta_loc_295_pop_0,0.274767,0.263377,-0.962787,1.578809
beta_loc_296_pop_0,1.840860,1.799848,0.539588,3.239569
beta_loc_297_pop_0,1.345831,1.254850,0.382639,2.876326
beta_loc_298_pop_0,2.668747,2.774008,0.434580,5.046984
beta_loc_299_pop_0,0.380344,0.440263,-0.990892,1.611662
beta_loc_300_pop_0,0.955171,0.926361,-0.941836,3.076382
beta_loc_301_pop_0,-0.111443,-0.256066,-0.985697,1.708374
beta_loc_302_pop_0,1.086515,1.021847,-0.310255,2.503360
beta_loc_303_pop_0,1.459791,1.468619,0.353090,2.800851
beta_loc_304_pop_0,1.711398,2.091483,-0.974208,3.950198
beta_loc_305_pop_0,1.444286,1.413063,0.464018,2.444606
beta_loc_306_pop_0,1.178432,1.092493,-0.414120,2.834645
beta_loc_307_pop_0,2.476233,2.130916,0.357423,5.043032
beta_loc_308_pop_0,1.683703,1.555176,0.291379,3.823288
beta_loc_309_pop_0,1.452186,1.441274,0.599887,2.670044
beta_loc_310_pop_0,1.459177,1.408853,0.453941,2.669506
beta_loc_311_pop_0,1.320377,1.333691,0.356664,2.442186
beta_loc_312_pop_0,1.381044,1.359141,0.283799,2.895141
beta_loc_313_pop_0,1.391240,1.105524,0.192911,3.551608
beta_loc_314_pop_0,1.308857,0.779540,-0.983780,4.972362
beta_loc_315_pop_0,1.033054,0.953265,-0.583238,2.541518
beta_loc_316_pop_0,1.605398,1.564080,0.473375,2.980724
beta_loc_317_pop_0,1.605027,1.594486,0.169174,2.810983
beta_loc_318_pop_0,1.507047,1.501926,0.350595,2.715266
beta_loc_319_pop_0,1.496037,1.511427,0.345807,2.435334
beta_loc_320_pop_0,1.414201,1.370687,0.147842,2.544075
beta_loc_321_pop_0,0.880122,0.759051,-0.992794,3.741908
beta_loc_322_pop_0,2.224040,1.919695,0.565886,4.188913
beta_loc_323_pop_0,1.257933,1.217604,0.395289,2.757513
beta_loc_324_pop_0,0.952226,0.779443,-0.222815,2.590717
beta_loc_325_pop_0,0.878145,0.743240,-0.564269,3.566408
beta_loc_326_pop_0,1.052321,1.044188,-0.589676,2.563553
beta_loc_327_pop_0,2.650662,2.716948,0.731457,4.159559
beta_loc_328_pop_0,1.377437,1.296843,-0.503863,3.846623
beta_loc_329_pop_0,2.048182,2.087140,0.428684,3.380422
beta_loc_330_pop_0,2.104518,2.150454,-0.041951,4.464741
beta_loc_331_pop_0,1.647941,1.536548,0.370010,3.677649
beta_loc_332_pop_0,2.495930,3.038619,-0.982454,5.367484
beta_loc_333_pop_0,3.256038,3.295192,1.623685,4.442741
beta_loc_334_pop_0,1.494060,1.379373,0.334157,3.219015
beta_loc_335_pop_0,1.550461,1.441168,0.322137,3.498769
beta_loc_336_pop_0,3.021702,3.195796,0.373998,5.140953
beta_loc_337_pop_0,2.619967,2.795955,0.403237,4.487379
beta_loc_338_pop_0,3.703563,3.726354,0.694520,5.784456
beta_loc_339_pop_0,1.717321,1.655991,-0.045182,3.371903
beta_loc_340_pop_0,2.877457,2.639688,0.468677,5.759207
beta_loc_341_pop_0,0.865967,0.804214,-2.204466,5.283665
beta_loc_342_pop_0,-2.098562,-1.824465,-4.767020,0.393828
beta_loc_343_pop_0,-3.509303,-3.554256,-5.347718,-1.409911
beta_loc_344_pop_0,-3.092148,-3.107538,-5.030363,-1.268549
beta_loc_345_pop_0,-2.524416,-2.563595,-4.626886,-0.127941
beta_loc_346_pop_0,0.880255,0.921776,-0.975550,2.943927
beta_loc_347_pop_0,-0.163693,-0.358032,-1.715916,2.146474
beta_loc_348_pop_0,2.427792,2.365173,-0.609367,5.723664
beta_loc_349_pop_0,-3.825227,-3.724295,-5.927185,-1.937152
beta_loc_350_pop_0,-3.903940,-3.833129,-5.764205,-2.021671
beta_loc_351_pop_0,-3.265877,-2.834340,-6.226209,-0.561975
beta_loc_352_pop_0,-3.113642,-3.396026,-5.202026,-0.181733
beta_loc_353_pop_0,-2.778939,-2.047801,-7.205258,0.335457
beta_loc_354_pop_0,0.644769,0.633438,-0.757683,2.270100
beta_loc_355_pop_0,-4.104043,-4.015358,-6.083587,-2.609946
beta_loc_356_pop_0,0.526905,0.057641,-1.020588,3.708531
beta_loc_357_pop_0,0.824276,0.211102,-3.021481,4.103016
beta_loc_358_pop_0,-3.059743,-2.360919,-6.334273,-0.989294
beta_loc_359_pop_0,-1.055698,-0.708430,-4.803608,1.619941
beta_loc_360_pop_0,0.279946,0.325410,-1.987443,2.828214
beta_loc_361_pop_0,-0.623301,-0.144133,-3.517781,0.749161
beta_loc_362_pop_0,-1.335097,-1.572141,-3.315602,1.259305
beta_loc_363_pop_0,-1.932908,-2.046360,-4.781517,0.905390
beta_loc_364_pop_0,-0.230961,-0.328454,-3.099858,2.165449
beta_loc_365_pop_0,0.893905,0.965229,-1.797142,3.417966
beta_loc_366_pop_0,-3.603301,-3.627157,-5.104924,-1.491289
beta_loc_367_pop_0,-3.084284,-2.588232,-5.753493,-0.350710
beta_loc_368_pop_0,-2.774344,-3.222693,-5.252797,0.732244
beta_loc_369_pop_0,-0.308935,-0.327962,-2.105384,1.204805
beta_loc_370_pop_0,1.236398,1.436109,-0.943078,2.816213
beta_loc_371_pop_0,-2.181317,-2.297104,-4.222419,0.401240
beta_loc_372_pop_0,0.485622,0.370507,-1.112486,2.272906
beta_loc_373_pop_0,5.608046,5.004447,2.582734,9.815446
beta_loc_374_pop_0,0.952125,0.871842,-1.547440,3.537704
beta_loc_375_pop_0,2.845838,2.848564,0.201752,5.311212
beta_loc_376_pop_0,0.017001,0.038010,-0.946650,1.615696
beta_loc_377_pop_0,-1.253151,-1.260587,-3.950778,1.105330
beta_loc_378_pop_0,-0.739731,-0.514571,-2.692863,1.018115
beta_loc_379_pop_0,0.814440,0.830870,-0.326622,2.168123
beta_loc_380_pop_0,0.354243,0.306191,-0.981945,2.183012
beta_loc_381_pop_0,-0.108598,-0.151179,-0.970070,1.655970
beta_loc_382_pop_0,-0.070587,0.173017,-2.333468,2.042485
beta_loc_383_pop_0,-1.347986,-0.983764,-4.292684,1.326348
beta_loc_384_pop_0,0.327400,0.406892,-2.203075,2.402778
beta_loc_385_pop_0,0.014977,0.468493,-2.998423,1.844339
beta_loc_386_pop_0,-2.136540,-2.093560,-4.483033,0.281620
beta_loc_387_pop_0,-3.059011,-3.134421,-5.765832,-0.435988
beta_loc_388_pop_0,-3.380457,-3.187393,-5.752618,-0.772433
beta_loc_389_pop_0,-0.522842,-0.538367,-2.625875,1.466788
beta_loc_390_pop_0,-2.120460,-2.044835,-4.547040,-0.658596
beta_loc_391_pop_0,-2.033926,-2.726557,-5.636923,1.507230
beta_loc_392_pop_0,-0.833510,-0.740656,-3.220261,1.087844
beta_loc_393_pop_0,-2.977101,-2.967841,-4.859960,-1.049865
beta_loc_394_pop_0,0.366148,0.018207,-0.987447,3.072669
beta_loc_395_pop_0,0.682435,0.470857,-0.972913,3.294018
beta_loc_396_pop_0,0.245155,0.246717,-0.902457,1.644240
beta_loc_397_pop_0,-1.927329,-1.970681,-3.789876,-0.384855
beta_loc_398_pop_0,-0.757463,-0.960798,-3.611408,1.505758
beta_loc_399_pop_0,-1.569494,-1.466549,-3.533987,0.104019
beta_loc_400_pop_0,-0.725059,-0.736534,-3.541293,2.145125
beta_loc_401_pop_0,0.039851,0.025709,-2.234507,2.220592
beta_loc_402_pop_0,0.163964,0.114981,-0.990316,1.829338
beta_loc_403_pop_0,1.841558,1.803054,0.485714,3.307162
